text,label
"the reason for the malfunctioning redirects is that the character immediately after ""redirect"" is not an ordinary space, but a ""non-breaking space"", hex code 0xa0.",1
what language are you using?,0
"except for the one about the chevrolet monza bit at the middle which came from the prototype book, was in fact come from the brumos website, but the last time i read that was back in february 2001.",1
would you guys need any other things from me to recreate the error?,4
i assume you've already considered using the featured image and decided it doesn't meet your use case?,1
"on your citation templates subpage you have the statement ""cs1 and cs2 both use <person> as a meta-template and are variants of apa style.""",1
could the data from openstreetmap be complete enough for your locality?,0
presumably samsung are releasing this as a stop-gap until they (or the networks) get round to releasing 2.2 for those galaxy s variants?,1
is there another way to get the rgb value of individual pixels in android?,3
"my question is ""why?""",1
can you upload the file again?,3
could you try to eliminate solecisms when you get a chance?,3
"we have a <url> page on <url> which, we suspect, may be in slovenian.",6
did you get given an example set of files/directories to work against?,4
"for one they count forum software as ""content management"" but then neglect wordpress?",1
is there a discussion ongoing that you can point to?,3
do you mean any arbitrary *convex* quadrilateral?,4
is that the kind of thing you're after?,4
how is your dal structured?,3
do you live in the us?,4
"is the junk always the same, or is it different for each file?",3
what do you mean by mobilemail?,4
can you please be more specific about how the message in that book addresses this question?,3
"i was wondering,  since interlingua is basically resurrected latin, k and w are basically nonexistant in interlingua, right?",6
do you have any more edits to make before i start the merge?,4
what about the size of the submatrix?,0
perhaps this is not a good candidate for binding to a property grid.,0
or icing ?,0
is there some way we can stop this user from making these edits?,6
yeah you answer did help me.,7
thanks.,7
do you have software to filter and standardize the addresses?,4
i thought you might be just the person who can help get that article at least secured against spod-attacks?,4
can you please add a [minimal example](http://meta.tex.stackexchange.com/q/228/1235) that illustrates your problem?,3
"should no other user including gavin be able to login from another ip, or should only a ""second gavin"" not be able to login from another ip then ip-a?",1
any chance you could return the favour and have a look over <url> for me?,4
"hello, cmos; welcome on _drupal answers_.",1
could you explain in more detail your concern and how it might be remedied?,4
do you have to problem with all ftp servers or just the one?,4
"by the way, i noticed you said you weren't an admin: would you like to be?",4
i'm proposing a <url> - would you be interested in coming along?,4
or do they have more complex shapes?,0
would you care to intervene at <url>?,4
does the other syntax even work ?,0
"can you please clarify, if you only care about the weights, why you don't simply do `data[x] += w`?",3
"why the ""baking"" tag???",1
"if you mean overlay, what do you want to happen when two pixels are at the same spot -- how do you want transparency to be handled?",4
"it also might induce a holy war, along the lines of ""vi or emacs?""",4
for #2: may there ever be two edges directly connecting node _x_ to node _y_?,0
